"FILE NAME","FORMAT","SIZE","URL"
"Viral Pneumonia-1","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-2","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-3","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-4","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-5","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-6","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-7","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-8","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-9","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-10","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-11","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-12","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-13","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-14","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-15","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-16","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-17","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-18","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-19","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
"Viral Pneumonia-20","PNG","256*256","https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia"
